XGBM_PREDICTION,LGBM_PREDICTION,CB_PREDICTION,ACTUAL_VALUE
0.7513842,0.7986297770840795,0.6508154372172494,1
0.013669238,0.009830863679309373,0.05657842188913248,0
0.056468755,0.020096654312416463,0.03883157873365446,0
0.4002542,0.506955014575017,0.4074006069299272,1
0.06069518,0.011568995654968389,0.0898114286228332,0
0.068858065,0.010715661934879283,0.12713430260051195,0
0.87776893,0.9182245863742662,0.526727205241712,1
0.8519853,0.9361899070601892,0.7662804164295759,1
0.07628256,0.048594908509622996,0.06527034254579026,0
0.4937286,0.19994257880686775,0.42420679469114864,0
0.01646433,0.0021717409297419468,0.06336843164187377,0
0.87639606,0.9036468878539865,0.6805089015838975,0
0.82758677,0.9250451151250306,0.7907215247577468,0
0.76025665,0.9691483570724507,0.7526260198963826,1
0.09112713,0.08962336582819815,0.16279274226419066,0
0.97610724,0.9978552624039048,0.9342472466943008,1
0.24351026,0.11133837303709324,0.29223867106397944,1
0.017509352,0.0010304522398746142,0.0674440358374606,0
0.29218042,0.1450508758984697,0.2255203208220223,0
0.07702478,0.07271030950688841,0.08097510123919727,0
0.39541832,0.5601704441403927,0.6152611905113073,1
0.046166427,0.02566877581504803,0.06142009970777281,0
0.36437076,0.5353680204072807,0.3589140287060241,0
0.022521684,0.004086443523504894,0.06080238258906329,0
0.9481924,0.996874500784839,0.9192752057249552,1
0.14549668,0.06754568688289017,0.31392267160556525,0
0.96945107,0.9850099694365123,0.969314193455157,1
0.010785005,0.0007861288539432349,0.022010374972078823,0
0.06170146,0.015232691974887191,0.10350199405668607,0
0.018260555,0.004347145417601204,0.028752983243697027,0
0.039786696,0.016858142316651514,0.0646926134101381,0
0.026017161,0.010979890161941695,0.04924957708226865,0
0.040075086,0.02510545754448131,0.03256185909761024,0
0.009257459,0.0008424362756326999,0.03475492528710565,0
0.2530788,0.2825035321854213,0.1184066036848135,1
0.61284757,0.8115410263329376,0.4124845202394101,0
0.57991594,0.5935147755455077,0.45322565671131626,1
0.23235965,0.30149854099802204,0.6049214992709602,1
0.25025192,0.1596517219327624,0.36292602944969055,0
0.028182717,0.00349423795982187,0.06000630558411823,0
0.04285884,0.009677014778086768,0.06782458782717428,1
0.3728481,0.622252253216724,0.2860698262425,0
0.13279466,0.03002018225380414,0.39090823055845525,1
0.19215705,0.19350418362758068,0.17229407698864457,1
0.1209611,0.131609289328825,0.16290150947987803,0
0.017190374,0.005466675180982298,0.04126553713805169,0
0.03778327,0.011218420708285742,0.07803596994826636,0
0.008146687,0.0003175682487390077,0.0034060862159615807,0
0.10597785,0.01617116052346298,0.19756335274972853,1
0.014459936,0.002764432324688935,0.037005707699226335,0
0.35761872,0.3205701355228445,0.15283747244243065,1
0.019851271,0.0011776085603682348,0.036048047225950286,0
0.01993209,0.005990732658857863,0.022601593956943323,0
0.9642823,0.961458134756941,0.9675315278897965,0
0.058540035,0.013802239678600104,0.17756389162249955,0
0.2456751,0.46745758343793364,0.3081634648437047,0
0.55894536,0.3966612715318622,0.547061126649286,1
0.6643039,0.714757229165868,0.6962426406718099,1
0.023312312,0.013764125924746505,0.05957167035283945,0
0.032072276,0.05609894489086885,0.07891858718592612,0
0.04563924,0.005569069020295243,0.06572036884516327,0
0.017979482,0.005105528684050959,0.027020549576250056,0
0.013883983,0.0011617962454600875,0.020233065548887562,0
0.13964796,0.09254901629145448,0.07605358018782371,0
0.09739365,0.036661896884342876,0.11886857760373788,1
0.29738876,0.19266605540298298,0.4256583636299241,0
0.1101902,0.05568752470294864,0.15157007591959193,0
0.008975176,0.00029615488369285736,0.019221177411413663,0
0.13368241,0.09931265180661242,0.14912200355144653,0
0.04405084,0.020014349631088023,0.033184597086520495,0
0.02237367,0.02267404067508225,0.08130757064387291,0
0.43653208,0.4366400778560803,0.4537810212068296,0
0.10386296,0.037048475691063364,0.1293273544171756,0
0.3634803,0.26209199907162883,0.4136158867478613,1
0.42285094,0.6019288457357362,0.21592127179349832,0
0.52704054,0.41803380133152707,0.3708856018680421,0
0.010562372,0.0008753308953194538,0.017937169283572633,0
0.013771977,0.0011858166113314663,0.02706567723408831,0
0.29945865,0.11940114123892642,0.26507222793851243,0
0.026194958,0.005002262543745306,0.06010254536051978,0
0.068907425,0.038534335093829274,0.09902554838967785,0
0.015001778,0.0005735499467843271,0.07513602559576786,0
0.18514292,0.058122151466028935,0.37431356271927774,0
0.011583825,0.0007269147050267148,0.04104975742207808,0
0.33660626,0.13803984937982502,0.3410130693563211,0
0.05524146,0.020511234136338666,0.06066079169739659,0
0.026513904,0.004991354404278592,0.18036428635271387,0
0.37030402,0.32858114393063154,0.15109398409749283,0
0.2946076,0.1708647787330336,0.404363885800613,0
0.022432974,0.006953249785382425,0.047781870301202255,0
0.8768668,0.9813722189829839,0.8926562150007077,1
0.76449716,0.836994069960646,0.7068161839479582,1
0.15067628,0.047351074481510214,0.2149118523711244,0
0.39550978,0.6189363594898658,0.3489527979431878,0
0.9651227,0.993025053628953,0.9712371866085905,1
0.0999827,0.008660620745106894,0.11494394603892555,0
0.46898884,0.22222691359431626,0.37265053656307445,1
0.012827855,0.0024830346476994807,0.0612432928491236,0
0.08850684,0.07900509092022936,0.059431789827574334,0
0.037874196,0.08749141625994819,0.05311253148608828,0
0.41884887,0.62545032521809,0.35275420418878334,0
0.40891212,0.42607433237020265,0.38953703325790034,0
0.7541675,0.8308890499578772,0.6589680665848512,0
0.11472915,0.124078427231563,0.0576373778451414,0
0.03730103,0.008025427489692285,0.08901716016989475,0
0.12483501,0.05204042832555827,0.11227835827790517,1
0.5834283,0.816043064871,0.616223102084161,1
0.03834996,0.005759746376240953,0.1757748004218521,0
0.06637262,0.12898843186312375,0.08979392576359181,0
0.01957536,0.00391932086476199,0.05965848164513516,0
0.25714004,0.2654197152969814,0.32812223462018153,1
0.02676222,0.0045905340091608555,0.0621951728821137,0
0.4196893,0.3785954817609692,0.4000472235054481,0
0.074929625,0.031096485601000208,0.32881569607992606,0
0.54392034,0.6374743758993533,0.3027288231807683,1
0.13247797,0.3317832683946548,0.0715431276008837,0
0.07693735,0.03781262183889642,0.1214663074282266,0
0.7333812,0.9186652830384323,0.4701941720051244,1
0.049805854,0.019164793316523765,0.06299042717230824,1
0.73755157,0.8123789342777457,0.7235548574788667,0
0.48108897,0.20201713865772747,0.5940056040995735,0
0.42559722,0.4865525622738279,0.45204270760828186,0
0.11971688,0.05710335836101066,0.2846426777185425,0
0.43799594,0.5438226087365883,0.297255684848921,0
0.6460314,0.25772736226520143,0.6457657363119601,0
0.041603364,0.01208666346804995,0.0873855683987985,0
0.023648227,0.005584746179082434,0.03969093017881461,0
0.008110419,0.0017099762368370703,0.03523230210000756,0
0.017997252,0.0009413462902491159,0.051779203546282015,0
0.9689763,0.9950830977291811,0.9374272553505822,1
0.18647218,0.04343157768397871,0.36313742794688586,0
0.979035,0.9959678147965733,0.986894891010873,1
0.38444513,0.6119841681768038,0.5268558747471497,0
0.06456954,0.019336603758861867,0.09165537617053068,0
0.03194177,0.0045125941994128005,0.04882986171848823,0
0.28596485,0.22467696639708895,0.22972599534821525,0
0.013255414,0.0032233275752332584,0.015194514251638267,0
0.02221003,0.0037815379262009833,0.04809714024601234,0
0.065684736,0.016879119287072728,0.08274657185653723,0
0.84667444,0.9614734659477523,0.9091105463593485,1
0.09861046,0.0662948133695878,0.16719928416623453,0
0.19461975,0.1328839653455431,0.1116429350594435,0
0.08242863,0.03889944835605218,0.15349702114003344,0
0.24140193,0.429491169006921,0.20896191638081524,0
0.23087981,0.23891704081041423,0.18055696820719255,0
0.9680618,0.9852821203517043,0.9879305764959846,1
0.1571581,0.07000320231506978,0.17110292900827984,0
0.12661184,0.01642539728937167,0.26514640666583483,0
0.00777324,0.00013110566123100407,0.0732703797534183,0
0.019789843,0.003367413488771079,0.050047443921943796,0
0.013070963,0.002684795849112161,0.06457046389021633,0
0.24969567,0.26989599838559486,0.3894981601473232,0
0.96841204,0.9966123236203857,0.9447583556846322,1
0.021724323,0.003960851580482292,0.05551526314264228,0
0.04652471,0.004059509464371719,0.11699963065965953,1
0.039016545,0.03082332326476123,0.046047972874192426,0
0.41653457,0.4117115852319048,0.6554898526778564,0
0.690378,0.5806616149513367,0.60928134888796,0
0.04778009,0.038826704499153444,0.1053249683711857,0
0.46097776,0.48868330400078486,0.5392444344102607,1
0.02510922,0.010701924113771773,0.09025791746028736,0
0.3550362,0.30990468582616854,0.35670564022025397,0
0.013286953,0.0015328208351486254,0.04424706171342029,0
0.9388889,0.9966368471952202,0.9005111099975779,1
0.54829097,0.5508584019664439,0.3173489724357302,0
0.026384545,0.0066246634691654,0.05424980973034209,0
0.67649204,0.8582292183959024,0.4212517889422524,0
0.9356221,0.9966548645245943,0.8872460851233015,1
0.43589422,0.7583711587915487,0.5146684372411798,1
0.15163633,0.10591441567753239,0.10649271667997241,0
0.6182505,0.6482855532330406,0.5456160197669895,1
0.06067376,0.0214640366413711,0.08613108250720164,0
0.3191159,0.4083549698186208,0.29488633408450027,0
0.013812527,0.0032325241833588854,0.025814393662051353,0
0.09080333,0.016590341527275988,0.2475198473701341,0
0.05540034,0.05143370983932897,0.06729011093554216,0
0.22187084,0.24194340066298067,0.47026114057663243,0
0.37556458,0.6490928235655625,0.34695577616855877,0
0.0626983,0.031214777760556704,0.13529697402947735,0
0.014332092,0.006294972800180536,0.024907429637592182,0
0.31669304,0.17985929100536088,0.11351841690203714,0
0.81524116,0.8606855913961277,0.6616781098548844,1
0.07300328,0.048056758197061435,0.1135638846311117,0
0.26555967,0.1347368987963781,0.5391674830011296,1
0.72862357,0.7423886361783287,0.7284407605671994,1
